Frequency [Hz]	FFT(A) [dB]
17554,7	-18,20
17557,6	-17,10
17560,5	-16,10
17563,5	-16,20
17566,4	-17,10
17569,3	-18,90
17572,3	-20,40
17575,2	-20,20
17578,1	-19,50
17581,1	-19,90
17584,0	-20,70
17586,9	-22,30
17589,8	-22,20
17592,8	-20,40
17595,7	-18,90
17598,6	-18,20
17601,6	-18,20
17604,5	-19,10
17607,4	-19,20
17610,4	-19,30
17613,3	-20,00
17616,2	-20,30
17619,1	-20,00
17622,1	-20,10
17625,0	-19,90
17627,9	-21,30
17630,9	-20,90
17633,8	-19,80
17636,7	-19,30
17639,6	-20,10
17642,6	-20,80
17645,5	-20,70
17648,4	-19,70
17651,4	-19,20
17654,3	-20,50
17657,2	-21,70
17660,2	-21,50
17663,1	-20,10
17666,0	-20,00
17668,9	-21,10
17671,9	-22,10
17674,8	-21,50
17677,7	-20,70
17680,7	-19,80
17683,6	-19,10
17686,5	-19,10
17689,5	-18,60
17692,4	-18,00
17695,3	-17,20
17698,2	-17,50
17701,2	-18,40
17704,1	-18,50
17707,0	-18,40
17710,0	-18,20
17712,9	-17,60
17715,8	-17,00
17718,8	-17,20
17721,7	-17,90
17724,6	-18,50
17727,5	-18,80
17730,5	-19,40
17733,4	-19,80
17736,3	-20,40
17739,3	-20,20
17742,2	-19,10
17745,1	-18,20
17748,0	-18,10
17751,0	-19,00
17753,9	-19,60
17756,8	-19,90
17759,8	-20,50
17762,7	-20,90
17765,6	-20,40
17768,6	-20,30
17771,5	-20,30
17774,4	-19,40
17777,3	-19,20
17780,3	-20,30
17783,2	-19,80
17786,1	-19,60
17789,1	-20,10
17792,0	-21,40
17794,9	-21,90
17797,9	-20,80
17800,8	-19,30
17803,7	-18,20
17806,6	-18,70
17809,6	-19,90
17812,5	-20,10
17815,4	-20,20
17818,4	-21,00
17821,3	-21,40
17824,2	-20,60
17827,1	-20,20
17830,1	-19,30
17833,0	-18,30
17835,9	-17,00
17838,9	-15,90
17841,8	-15,70
17844,7	-16,70
17847,7	-18,50
17850,6	-19,40
17853,5	-18,50
17856,4	-17,60
17859,4	-17,60
17862,3	-18,30
17865,2	-19,60
17868,2	-19,40
17871,1	-18,60
17874,0	-18,30
17877,0	-19,00
17879,9	-19,60
17882,8	-19,30
17885,7	-19,00
17888,7	-19,30
17891,6	-19,70
17894,5	-19,20
17897,5	-18,80
17900,4	-19,20
17903,3	-18,80
17906,3	-18,10
17909,2	-18,70
17912,1	-19,80
17915,0	-18,70
17918,0	-17,40
17920,9	-17,30
17923,8	-18,50
17926,8	-20,40
17929,7	-20,70
17932,6	-20,20
17935,5	-18,40
17938,5	-16,70
17941,4	-16,50
17944,3	-17,70
17947,3	-19,40
17950,2	-19,90
17953,1	-19,70
17956,1	-19,60
17959,0	-19,60
17961,9	-19,80
17964,8	-19,90
17967,8	-20,40
17970,7	-19,00
17973,6	-17,40
17976,6	-17,30
17979,5	-17,80
17982,4	-18,90
17985,4	-20,10
17988,3	-20,10
17991,2	-18,40
17994,1	-17,60
17997,1	-17,70
18000,0	-18,20
18002,9	-19,30
18005,9	-20,60
18008,8	-21,80
18011,7	-21,60
18014,6	-20,50
18017,6	-19,70
18020,5	-18,50
18023,4	-18,20
18026,4	-19,30
18029,3	-20,70
18032,2	-20,40
18035,2	-19,10
18038,1	-18,80
18041,0	-18,50
18043,9	-18,40
18046,9	-18,70
18049,8	-18,80
18052,7	-17,70
18055,7	-16,50
18058,6	-16,40
18061,5	-17,10
18064,5	-18,40
18067,4	-18,60
18070,3	-17,50
18073,2	-16,80
18076,2	-16,20
18079,1	-15,90
18082,0	-16,10
18085,0	-17,00
18087,9	-17,40
18090,8	-17,40
18093,8	-17,10
18096,7	-17,30
18099,6	-17,20
18102,5	-16,90
18105,5	-17,10
18108,4	-17,70
18111,3	-18,30
18114,3	-17,90
18117,2	-17,30
18120,1	-17,50
18123,0	-19,40
18126,0	-19,50
18128,9	-18,00
18131,8	-17,70
18134,8	-17,60
18137,7	-16,70
18140,6	-17,00
18143,6	-17,90
18146,5	-19,00
18149,4	-19,10
18152,3	-17,60
18155,3	-17,20
18158,2	-18,70
18161,1	-20,30
18164,1	-20,10
18167,0	-19,40
18169,9	-18,30
18172,9	-18,70
18175,8	-19,40
18178,7	-17,60
18181,6	-16,70
18184,6	-16,80
18187,5	-16,30
18190,4	-16,10
18193,4	-16,40
18196,3	-17,70
18199,2	-18,20
18202,1	-16,40
18205,1	-16,40
18208,0	-17,60
18210,9	-17,10
18213,9	-15,70
18216,8	-15,80
18219,7	-16,00
18222,7	-16,50
18225,6	-16,30
18228,5	-15,90
18231,4	-16,10
18234,4	-16,40
18237,3	-16,80
18240,2	-18,30
18243,2	-18,80
18246,1	-18,60
18249,0	-18,50
18252,0	-18,30
18254,9	-18,40
18257,8	-18,60
18260,7	-18,70
18263,7	-18,80
18266,6	-18,30
18269,5	-17,30
18272,5	-17,50
18275,4	-18,40
18278,3	-18,80
18281,3	-18,50
18284,2	-16,90
18287,1	-17,30
18290,0	-20,50
18293,0	-22,20
18295,9	-19,60
18298,8	-16,20
18301,8	-14,90
18304,7	-17,50
18307,6	-20,50
18310,5	-18,70
18313,5	-17,30
18316,4	-17,20
18319,3	-18,10
18322,3	-18,00
18325,2	-17,70
18328,1	-18,20
18331,1	-19,20
18334,0	-19,40
18336,9	-19,20
18339,8	-19,80
18342,8	-19,30
18345,7	-17,90
18348,6	-16,80
18351,6	-16,30
18354,5	-17,20
18357,4	-18,10
18360,4	-16,60
18363,3	-16,00
18366,2	-17,50
18369,1	-19,40
18372,1	-18,60
18375,0	-17,60
18377,9	-18,60
18380,9	-19,50
18383,8	-18,80
18386,7	-17,80
18389,6	-17,60
18392,6	-17,60
18395,5	-18,10
18398,4	-18,50
18401,4	-18,30
18404,3	-17,40
18407,2	-16,00
18410,2	-16,10
18413,1	-16,90
18416,0	-16,80
18418,9	-15,30
18421,9	-14,20
18424,8	-14,40
18427,7	-15,40
18430,7	-16,30
18433,6	-16,60
18436,5	-16,20
18439,5	-16,60
18442,4	-17,90
18445,3	-18,50
18448,2	-18,20
18451,2	-17,60
18454,1	-17,50
18457,0	-18,40
18460,0	-19,60
18462,9	-20,40
18465,8	-19,70
18468,8	-17,70
18471,7	-17,00
18474,6	-17,30
18477,5	-17,30
18480,5	-16,60
18483,4	-15,70
18486,3	-15,50
18489,3	-16,00
18492,2	-17,30
18495,1	-17,80
18498,0	-16,60
18501,0	-16,20
18503,9	-16,70
18506,8	-16,80
18509,8	-17,20
18512,7	-17,60
18515,6	-16,90
18518,6	-16,30
18521,5	-15,50
18524,4	-15,40
18527,3	-16,70
18530,3	-17,60
18533,2	-16,20
18536,1	-15,10
18539,1	-15,20
18542,0	-16,60
18544,9	-17,20
18547,9	-17,10
18550,8	-17,40
18553,7	-17,10
18556,6	-16,90
18559,6	-17,10
18562,5	-16,80
18565,4	-16,90
18568,4	-17,60
18571,3	-18,40
18574,2	-18,90
18577,1	-19,10
18580,1	-19,10
18583,0	-18,60
18585,9	-18,20
18588,9	-19,00
18591,8	-20,20
18594,7	-20,00
18597,7	-18,70
18600,6	-17,60
18603,5	-17,30
18606,4	-18,60
18609,4	-19,40
18612,3	-18,80
18615,2	-18,30
18618,2	-18,80
18621,1	-19,70
18624,0	-20,70
18627,0	-20,90
18629,9	-20,40
18632,8	-19,10
18635,7	-18,70
18638,7	-19,50
18641,6	-20,90
18644,5	-21,40
18647,5	-20,10
18650,4	-18,80
18653,3	-19,20
18656,3	-20,50
18659,2	-21,10
18662,1	-21,00
18665,0	-20,50
18668,0	-19,90
18670,9	-20,40
18673,8	-21,40
18676,8	-22,30
18679,7	-22,70
18682,6	-22,00
18685,5	-21,70
18688,5	-21,50
18691,4	-21,20
18694,3	-20,50
18697,3	-20,20
18700,2	-21,00
18703,1	-21,80
18706,1	-21,00
18709,0	-21,00
18711,9	-21,70
18714,8	-21,90
18717,8	-21,90
18720,7	-22,20
18723,6	-22,20
18726,6	-22,00
18729,5	-20,80
18732,4	-20,20
18735,4	-20,30
18738,3	-21,70
18741,2	-22,70
18744,1	-21,10
18747,1	-21,10
18750,0	-21,10
18752,9	-20,70
18755,9	-20,60
18758,8	-20,50
18761,7	-21,00
18764,6	-21,50
18767,6	-21,10
18770,5	-20,10
18773,4	-19,60
18776,4	-19,70
18779,3	-19,80
18782,2	-20,00
18785,2	-20,00
18788,1	-19,30
18791,0	-18,60
18793,9	-18,40
18796,9	-18,80
18799,8	-20,10
18802,7	-20,80
18805,7	-20,60
18808,6	-20,50
18811,5	-20,20
18814,5	-19,60
18817,4	-18,90
18820,3	-18,70
18823,2	-19,90
18826,2	-20,30
18829,1	-19,10
18832,0	-18,80
18835,0	-20,10
18837,9	-20,60
18840,8	-20,40
18843,8	-20,90
18846,7	-21,50
18849,6	-22,50
18852,5	-22,90
18855,5	-21,90
18858,4	-20,70
18861,3	-20,60
18864,3	-21,30
18867,2	-21,00
18870,1	-21,10
18873,0	-20,80
18876,0	-20,00
18878,9	-19,40
18881,8	-19,20
18884,8	-18,70
18887,7	-18,30
18890,6	-18,60
18893,6	-19,70
18896,5	-19,60
18899,4	-19,10
18902,3	-18,40
18905,3	-17,90
18908,2	-18,40
18911,1	-19,30
18914,1	-19,90
18917,0	-19,80
18919,9	-19,30
18922,9	-19,20
18925,8	-19,30
18928,7	-19,00
18931,6	-18,60
18934,6	-19,00
18937,5	-20,10
18940,4	-20,60
18943,4	-20,60
18946,3	-20,40
18949,2	-20,10
18952,1	-20,50
18955,1	-22,10
18958,0	-22,60
18960,9	-21,50
18963,9	-20,90
18966,8	-21,20
18969,7	-20,90
18972,7	-21,20
18975,6	-22,00
18978,5	-21,00
18981,4	-19,50
18984,4	-19,10
18987,3	-20,00
18990,2	-20,40
18993,2	-19,20
18996,1	-18,50
18999,0	-18,80
19002,0	-19,40
19004,9	-19,70
19007,8	-18,80
19010,7	-18,20
19013,7	-17,90
19016,6	-17,90
19019,5	-18,20
19022,5	-18,00
19025,4	-17,30
19028,3	-17,70
19031,3	-18,70
19034,2	-18,80
19037,1	-19,20
19040,0	-19,90
19043,0	-20,20
19045,9	-20,90
19048,8	-22,10
19051,8	-21,80
19054,7	-21,00
19057,6	-21,20
19060,5	-22,10
19063,5	-22,90
19066,4	-21,60
19069,3	-20,40
19072,3	-19,90
19075,2	-19,30
19078,1	-18,50
19081,1	-18,30
19084,0	-18,70
19086,9	-18,20
19089,8	-17,90
19092,8	-18,30
19095,7	-19,20
19098,6	-20,10
19101,6	-20,10
19104,5	-19,10
19107,4	-18,90
19110,4	-21,00
19113,3	-22,20
19116,2	-20,60
19119,1	-19,50
19122,1	-19,30
19125,0	-19,50
19127,9	-20,60
19130,9	-21,10
19133,8	-17,90
19136,7	-15,60
19139,6	-15,90
19142,6	-18,00
19145,5	-18,70
19148,4	-16,60
19151,4	-15,70
19154,3	-16,90
19157,2	-19,70
19160,2	-22,10
19163,1	-21,80
19166,0	-20,90
19168,9	-20,10
19171,9	-19,70
19174,8	-19,60
19177,7	-20,10
19180,7	-20,60
19183,6	-21,10
19186,5	-19,50
19189,5	-17,40
19192,4	-17,20
19195,3	-18,80
19198,2	-20,10
19201,2	-19,80
19204,1	-19,60
19207,0	-19,80
19210,0	-21,00
19212,9	-23,00
19215,8	-22,70
19218,8	-21,00
19221,7	-19,40
19224,6	-19,00
19227,5	-19,50
19230,5	-19,80
19233,4	-19,10
19236,3	-19,30
19239,3	-20,70
19242,2	-21,90
19245,1	-21,30
19248,0	-19,80
19251,0	-18,00
19253,9	-17,50
19256,8	-18,90
19259,8	-21,50
19262,7	-21,90
19265,6	-20,50
19268,6	-19,90
19271,5	-19,90
19274,4	-20,50
19277,3	-20,80
19280,3	-21,40
19283,2	-21,70
19286,1	-21,50
19289,1	-21,20
19292,0	-21,00
19294,9	-20,50
19297,9	-20,50
19300,8	-20,70
19303,7	-21,10
19306,6	-21,80
19309,6	-22,90
19312,5	-22,40
19315,4	-21,00
19318,4	-20,70
19321,3	-22,20
19324,2	-22,80
19327,1	-21,70
19330,1	-20,40
19333,0	-19,90
19335,9	-20,20
19338,9	-21,10
19341,8	-22,40
19344,7	-23,10
19347,7	-23,90
19350,6	-24,30
19353,5	-24,20
19356,4	-22,70
19359,4	-21,60
19362,3	-21,60
19365,2	-21,80
19368,2	-22,60
19371,1	-22,70
19374,0	-23,00
19377,0	-24,00
19379,9	-23,50
19382,8	-22,60
19385,7	-21,70
19388,7	-21,60
19391,6	-20,70
19394,5	-20,40
19397,5	-20,20
19400,4	-19,90
19403,3	-20,70
19406,3	-22,40
19409,2	-22,80
19412,1	-21,30
19415,0	-21,00
19418,0	-21,60
19420,9	-22,00
19423,8	-22,90
19426,8	-23,10
19429,7	-23,20
19432,6	-23,10
19435,5	-22,70
19438,5	-21,60
19441,4	-21,70
19444,3	-23,30
19447,3	-23,70
19450,2	-22,10
19453,1	-22,10
19456,1	-23,00
19459,0	-21,90
19461,9	-20,10
19464,8	-19,50
19467,8	-19,90
19470,7	-20,30
19473,6	-20,40
19476,6	-20,60
19479,5	-20,80
19482,4	-20,70
19485,4	-20,30
19488,3	-20,70
19491,2	-21,70
19494,1	-21,80
19497,1	-20,20
19500,0	-19,20
19502,9	-19,00
19505,9	-18,90
19508,8	-19,10
19511,7	-19,60
19514,6	-19,80
19517,6	-19,90
19520,5	-20,40
19523,4	-20,80
19526,4	-20,20
19529,3	-19,70
19532,2	-20,10
19535,2	-20,10
19538,1	-20,20
19541,0	-20,20
19543,9	-19,70
19546,9	-18,90
19549,8	-19,10
19552,7	-19,70
19555,7	-19,00
19558,6	-18,70
19561,5	-19,20
19564,5	-20,50
19567,4	-21,10
19570,3	-20,80
19573,2	-20,20
19576,2	-19,10
19579,1	-18,80
19582,0	-18,60
19585,0	-17,70
19587,9	-17,70
19590,8	-18,50
19593,8	-20,00
19596,7	-20,50
19599,6	-19,00
19602,5	-17,70
19605,5	-17,40
19608,4	-17,60
19611,3	-17,70
19614,3	-17,90
19617,2	-18,90
19620,1	-20,20
19623,0	-20,50
19626,0	-20,40
19628,9	-20,10
19631,8	-19,70
19634,8	-19,10
19637,7	-18,60
19640,6	-19,00
19643,6	-20,30
19646,5	-21,50
19649,4	-20,00
19652,3	-19,40
19655,3	-19,30
19658,2	-18,30
19661,1	-17,70
19664,1	-18,00
19667,0	-18,90
19669,9	-19,50
19672,9	-19,00
19675,8	-18,10
19678,7	-17,60
19681,6	-17,70
19684,6	-18,50
19687,5	-19,70
19690,4	-20,30
19693,4	-20,30
19696,3	-20,00
19699,2	-19,50
19702,1	-19,10
19705,1	-18,60
19708,0	-18,50
19710,9	-18,00
19713,9	-16,80
19716,8	-16,20
19719,7	-16,40
19722,7	-17,60
19725,6	-19,60
19728,5	-20,90
19731,4	-20,70
19734,4	-19,80
19737,3	-20,20
19740,2	-20,90
19743,2	-20,20
19746,1	-18,90
19749,0	-18,50
19752,0	-19,20
19754,9	-20,20
19757,8	-20,30
19760,7	-19,60
19763,7	-19,20
19766,6	-19,70
19769,5	-21,00
19772,5	-22,70
19775,4	-22,50
19778,3	-21,70
19781,3	-20,90
19784,2	-20,30
19787,1	-20,60
19790,0	-20,30
19793,0	-19,20
19795,9	-18,50
19798,8	-18,50
19801,8	-19,90
19804,7	-21,50
19807,6	-20,60
19810,5	-19,50
19813,5	-20,10
19816,4	-21,20
19819,3	-21,10
19822,3	-20,40
19825,2	-19,40
19828,1	-19,30
19831,1	-20,20
19834,0	-20,80
19836,9	-19,80
19839,8	-18,40
19842,8	-18,60
19845,7	-19,70
19848,6	-20,50
19851,6	-20,20
19854,5	-20,50
19857,4	-21,10
19860,4	-22,30
19863,3	-22,10
19866,2	-20,40
19869,1	-20,20
19872,1	-21,10
19875,0	-21,80
19877,9	-21,10
19880,9	-21,30
19883,8	-21,10
19886,7	-21,50
19889,6	-22,40
19892,6	-22,70
19895,5	-21,70
19898,4	-21,00
19901,4	-20,70
19904,3	-21,30
19907,2	-21,30
19910,2	-21,70
19913,1	-22,40
19916,0	-22,70
19918,9	-22,10
19921,9	-20,60
19924,8	-20,10
19927,7	-20,80
19930,7	-20,70
19933,6	-19,90
19936,5	-19,90
19939,5	-21,70
19942,4	-21,70
19945,3	-20,10
19948,2	-19,30
19951,2	-19,70
19954,1	-21,20
19957,0	-21,70
19960,0	-20,60
19962,9	-20,20
19965,8	-20,40
19968,8	-20,10
19971,7	-19,40
19974,6	-19,80
19977,5	-20,80
19980,5	-20,30
19983,4	-19,40
19986,3	-19,40
19989,3	-20,80
19992,2	-22,30
19995,1	-21,00
19998,0	-19,80
20001,0	-19,90
20003,9	-20,10
20006,8	-19,20
20009,8	-18,90
20012,7	-20,30
20015,6	-21,30
20018,6	-20,00
20021,5	-19,60
20024,4	-20,10
20027,3	-20,60
20030,3	-20,80
20033,2	-20,00
20036,1	-19,40
20039,1	-18,40
20042,0	-18,20
20044,9	-19,00
20047,9	-19,80
20050,8	-19,60
20053,7	-18,90
20056,6	-18,30
20059,6	-18,90
20062,5	-19,70
20065,4	-20,30
20068,4	-19,60
20071,3	-18,00
20074,2	-17,40
20077,1	-18,60
20080,1	-20,40
20083,0	-21,80
20085,9	-21,60
20088,9	-20,70
20091,8	-20,30
20094,7	-20,00
20097,7	-20,30
20100,6	-20,90
20103,5	-19,60
20106,4	-19,10
20109,4	-20,30
20112,3	-22,50
20115,2	-24,20
20118,2	-24,20
20121,1	-24,00
20124,0	-24,00
20127,0	-23,10
20129,9	-22,20
20132,8	-22,10
20135,7	-21,90
20138,7	-20,30
20141,6	-19,40
20144,5	-20,00
20147,5	-22,10
20150,4	-22,90
20153,3	-21,00
20156,3	-20,30
20159,2	-20,70
20162,1	-21,90
20165,0	-22,10
20168,0	-21,00
20170,9	-20,30
20173,8	-20,30
20176,8	-21,30
20179,7	-21,20
20182,6	-20,70
20185,5	-20,50
20188,5	-20,40
20191,4	-20,60
20194,3	-21,50
20197,3	-22,90
20200,2	-22,10
20203,1	-19,90
20206,1	-18,20
20209,0	-18,20
20211,9	-20,10
20214,8	-22,30
20217,8	-21,60
20220,7	-18,70
20223,6	-16,20
20226,6	-16,30
20229,5	-19,10
20232,4	-22,30
20235,4	-20,80
20238,3	-19,80
20241,2	-20,20
20244,1	-22,10
20247,1	-22,80
20250,0	-21,30
20252,9	-19,40
20255,9	-18,40
20258,8	-19,50
20261,7	-22,60
20264,6	-23,40
20267,6	-21,40
20270,5	-20,50
20273,4	-21,90
20276,4	-24,30
20279,3	-22,60
20282,2	-21,30
20285,2	-21,40
20288,1	-21,50
20291,0	-21,90
20293,9	-22,70
20296,9	-24,10
20299,8	-24,30
20302,7	-24,20
20305,7	-24,50
20308,6	-24,20
20311,5	-23,30
20314,5	-23,70
20317,4	-24,40
20320,3	-22,90
20323,2	-22,50
20326,2	-23,20
20329,1	-24,30
20332,0	-24,50
20335,0	-24,40
20337,9	-24,50
20340,8	-24,90
20343,8	-24,90
20346,7	-23,90
20349,6	-23,00
20352,5	-23,40
20355,5	-23,50
20358,4	-24,20
20361,3	-24,50
20364,3	-23,40
20367,2	-23,60
20370,1	-24,40
20373,0	-25,00
20376,0	-23,90
20378,9	-22,90
20381,8	-23,00
20384,8	-23,50
20387,7	-23,60
20390,6	-24,10
20393,6	-24,80
20396,5	-25,80
20399,4	-25,70
20402,3	-25,00
20405,3	-24,70
20408,2	-25,00
20411,1	-24,60
20414,1	-24,00
20417,0	-23,60
20419,9	-23,10
20422,9	-22,80
20425,8	-23,60
20428,7	-24,50
20431,6	-24,10
20434,6	-23,50
20437,5	-23,60
20440,4	-23,30
20443,4	-23,60
20446,3	-23,70
20449,2	-23,40
20452,1	-22,90
20455,1	-23,70
20458,0	-25,40
20460,9	-26,20
20463,9	-25,00
20466,8	-24,00
20469,7	-24,10
20472,7	-24,80
20475,6	-24,30
20478,5	-23,00
20481,4	-22,90
20484,4	-23,30
20487,3	-24,00
20490,2	-23,50
20493,2	-23,90
20496,1	-24,30
20499,0	-24,50
20502,0	-24,90
20504,9	-24,40
20507,8	-24,10
20510,7	-23,90
20513,7	-23,80
20516,6	-23,50
20519,5	-23,30
20522,5	-23,80
20525,4	-23,90
20528,3	-23,00
20531,3	-22,60
20534,2	-23,00
20537,1	-23,60
20540,0	-24,30
20543,0	-24,00
20545,9	-24,00
20548,8	-24,20
20551,8	-23,90
20554,7	-24,10
20557,6	-24,60
20560,5	-24,60
20563,5	-24,20
20566,4	-23,20
20569,3	-22,70
20572,3	-22,60
20575,2	-22,90
20578,1	-23,00
20581,1	-22,60
20584,0	-22,90
20586,9	-23,30
20589,8	-23,70
20592,8	-24,10
20595,7	-23,40
20598,6	-22,60
20601,6	-22,60
20604,5	-22,70
20607,4	-22,30
20610,4	-21,60
20613,3	-21,10
20616,2	-21,70
20619,1	-23,40
20622,1	-23,90
20625,0	-21,40
20627,9	-19,60
20630,9	-19,70
20633,8	-20,50
20636,7	-21,30
20639,6	-21,70
20642,6	-21,40
20645,5	-21,20
20648,4	-21,80
20651,4	-22,30
20654,3	-22,50
20657,2	-21,40
20660,2	-20,20
20663,1	-20,20
20666,0	-21,50
20668,9	-21,60
20671,9	-23,00
20674,8	-23,20
20677,7	-21,00
20680,7	-19,80
20683,6	-20,30
20686,5	-22,00
20689,5	-21,60
20692,4	-19,90
20695,3	-18,90
20698,2	-17,80
20701,2	-18,20
20704,1	-20,70
20707,0	-23,60
20710,0	-23,10
20712,9	-20,90
20715,8	-19,90
20718,8	-20,50
20721,7	-21,20
20724,6	-19,90
20727,5	-19,40
20730,5	-20,90
20733,4	-22,60
20736,3	-21,00
20739,3	-19,80
20742,2	-20,60
20745,1	-22,50
20748,0	-23,90
20751,0	-22,60
20753,9	-22,00
20756,8	-21,70
20759,8	-21,70
20762,7	-22,10
20765,6	-22,20
20768,6	-22,30
20771,5	-22,60
20774,4	-22,50
20777,3	-22,00
20780,3	-21,40
20783,2	-21,50
20786,1	-22,50
20789,1	-22,80
20792,0	-22,10
20794,9	-21,40
20797,9	-21,00
20800,8	-21,10
20803,7	-21,90
20806,6	-22,60
20809,6	-22,20
20812,5	-22,00
20815,4	-22,50
20818,4	-23,30
20821,3	-23,40
20824,2	-22,80
20827,1	-21,10
20830,1	-20,10
20833,0	-21,00
20835,9	-22,90
20838,9	-23,90
20841,8	-23,90
20844,7	-23,90
20847,7	-23,80
20850,6	-23,50
20853,5	-22,60
20856,4	-22,60
20859,4	-22,70
20862,3	-22,40
20865,2	-22,00
20868,2	-23,10
20871,1	-24,10
20874,0	-22,70
20877,0	-21,10
20879,9	-21,30
20882,8	-23,60
20885,7	-24,40
20888,7	-23,70
20891,6	-22,30
20894,5	-21,30
20897,5	-21,60
20900,4	-23,30
20903,3	-24,30
20906,3	-24,60
20909,2	-24,50
20912,1	-24,80
20915,0	-24,30
20918,0	-24,00
20920,9	-25,40
20923,8	-25,60
20926,8	-25,10
20929,7	-24,20
20932,6	-24,50
20935,5	-25,40
20938,5	-25,20
20941,4	-25,20
20944,3	-25,40
20947,3	-25,40
20950,2	-25,50
20953,1	-24,70
20956,1	-23,50
20959,0	-23,20
20961,9	-22,70
20964,8	-23,30
20967,8	-24,30
20970,7	-25,10
20973,6	-25,60
20976,6	-26,00
20979,5	-25,70
20982,4	-25,30
20985,4	-25,40
20988,3	-24,50
20991,2	-24,40
20994,1	-24,00
20997,1	-23,30
21000,0	-23,00
21002,9	-23,70
21005,9	-23,90
21008,8	-23,60
21011,7	-24,80
21014,6	-25,40
21017,6	-25,30
21020,5	-24,30
21023,4	-23,40
21026,4	-23,40
21029,3	-24,30
21032,2	-24,80
21035,2	-24,70
21038,1	-24,60
21041,0	-25,10
21043,9	-24,90
21046,9	-25,00
21049,8	-24,10
21052,7	-23,80
21055,7	-24,30
21058,6	-24,50
21061,5	-24,10
21064,5	-24,30
21067,4	-23,80
21070,3	-24,00
21073,2	-24,60
21076,2	-25,20
21079,1	-25,00
21082,0	-23,40
21085,0	-22,40
21087,9	-23,30
21090,8	-26,40
21093,8	-26,70
21096,7	-24,70
21099,6	-24,30
21102,5	-25,10
21105,5	-25,20
21108,4	-24,00
21111,3	-24,10
21114,3	-24,90
21117,2	-25,30
21120,1	-24,70
21123,0	-23,70
21126,0	-23,30
21128,9	-23,30
21131,8	-23,50
21134,8	-25,10
21137,7	-27,00
21140,6	-26,80
21143,6	-25,80
21146,5	-25,40
21149,4	-25,10
21152,3	-25,30
21155,3	-25,60
21158,2	-25,50
21161,1	-25,40
21164,1	-25,30
21167,0	-25,30
21169,9	-24,80
21172,9	-24,40
21175,8	-24,60
21178,7	-23,90
21181,6	-23,30
21184,6	-22,90
21187,5	-22,80
21190,4	-23,20
21193,4	-23,20
21196,3	-23,30
21199,2	-23,70
21202,1	-24,70
21205,1	-24,80
21208,0	-25,00
21210,9	-25,30
21213,9	-25,30
21216,8	-24,40
21219,7	-23,10
21222,7	-23,50
21225,6	-25,20
21228,5	-25,90
21231,4	-26,30
21234,4	-26,40
21237,3	-25,70
21240,2	-26,20
21243,2	-25,70
21246,1	-24,60
21249,0	-24,30
21252,0	-25,20
21254,9	-25,20
21257,8	-23,80
21260,7	-23,50
21263,7	-24,00
21266,6	-24,20
21269,5	-24,40
21272,5	-24,40
21275,4	-25,10
21278,3	-25,20
21281,3	-23,30
21284,2	-22,10
21287,1	-22,60
21290,0	-24,00
21293,0	-24,70
21295,9	-24,20
21298,8	-23,80
21301,8	-23,70
21304,7	-22,80
21307,6	-23,20
21310,5	-25,00
21313,5	-26,00
21316,4	-25,40
21319,3	-24,20
21322,3	-23,60
21325,2	-24,20
21328,1	-24,80
21331,1	-25,30
21334,0	-26,20
21336,9	-25,70
21339,8	-24,30
21342,8	-23,50
21345,7	-23,50
21348,6	-24,50
21351,6	-25,30
21354,5	-25,50
21357,4	-25,30
21360,4	-24,70
21363,3	-24,20
21366,2	-24,40
21369,1	-24,40
21372,1	-24,80
21375,0	-25,50
21377,9	-25,50
21380,9	-25,30
21383,8	-26,00
21386,7	-25,80
21389,6	-25,50
21392,6	-25,60
21395,5	-25,80
21398,4	-25,80
21401,4	-25,80
21404,3	-25,70
21407,2	-25,60
21410,2	-25,30
21413,1	-25,30
21416,0	-25,80
21418,9	-25,30
21421,9	-24,30
21424,8	-23,60
21427,7	-23,30
21430,7	-23,80
21433,6	-24,70
21436,5	-25,90
21439,5	-25,70
21442,4	-24,80
21445,3	-24,10
21448,2	-24,40
21451,2	-24,70
21454,1	-24,70
21457,0	-25,40
21460,0	-25,90
21462,9	-25,30
21465,8	-25,30
21468,8	-25,80
21471,7	-26,00
21474,6	-25,60
21477,5	-25,00
21480,5	-24,50
21483,4	-24,40
21486,3	-24,70
21489,3	-25,20
21492,2	-25,00
21495,1	-24,90
21498,0	-26,40
21501,0	-26,70
21503,9	-25,20
21506,8	-24,00
21509,8	-24,30
21512,7	-25,30
21515,6	-25,60
21518,6	-25,00
21521,5	-25,00
21524,4	-25,00
21527,3	-23,80
21530,3	-23,30
21533,2	-23,80
21536,1	-24,50
21539,1	-24,80
21542,0	-25,30
21544,9	-26,00
21547,9	-26,10
21550,8	-25,90
21553,7	-24,70
21556,6	-24,00
21559,6	-24,50
21562,5	-25,50
21565,4	-25,20
21568,4	-24,60
21571,3	-24,20
21574,2	-23,80
21577,1	-23,70
21580,1	-24,20
21583,0	-25,40
21585,9	-26,30
21588,9	-25,80
21591,8	-25,00
21594,7	-24,70
21597,7	-24,90
21600,6	-25,20
21603,5	-25,30
21606,4	-25,40
21609,4	-25,80
21612,3	-25,30
21615,2	-25,50
21618,2	-25,80
21621,1	-26,00
21624,0	-26,80
21627,0	-27,20
21629,9	-25,90
21632,8	-24,00
21635,7	-23,30
21638,7	-23,30
21641,6	-23,50
21644,5	-23,80
